"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"65018","CALIFORNIA, MO",,"G",1804,"G",12241,"G",49806,189,"CALIFORNIA","MO","MONITEAU"
"65020","CAMDENTON, MO",,"G",3513,"G",21168,"G",91965,419,"CAMDENTON","MO","CAMDEN"
"65023","CENTERTOWN, MO",,"H",97,"G",511,"G",2801,18,"CENTERTOWN","MO","COLE"
"65024","CHAMOIS, MO",,"G",120,"G",929,"G",4014,24,"CHAMOIS","MO","OSAGE"
"65025","CLARKSBURG, MO",,"G",11,"G",58,"G",149,5,"CLARKSBURG","MO","MONITEAU"
"65026","ELDON, MO",,"G",2571,"G",16930,"G",72990,254,"ELDON","MO","MILLER"
"65032","EUGENE, MO",,"H",197,"H",763,"H",3588,33,"EUGENE","MO","COLE"
"65034","FORTUNA, MO",,"G",30,"G",143,"G",785,8,"FORTUNA","MO","MONITEAU"
"65035","FREEBURG, MO","F","D",0,"D",0,"D",0,28,"FREEBURG","MO","OSAGE"
"65037","GRAVOIS MILLS, MO",,"G",396,"G",1776,"G",9615,103,"GRAVOIS MILLS","MO","MORGAN"
"65038","LAURIE, MO",,"G",401,"G",2387,"H",10383,65,"LAURIE","MO","MORGAN"
"65039","HARTSBURG, MO",,"G",185,"G",1136,"G",5923,36,"HARTSBURG","MO","BOONE"
"65040","HENLEY, MO",,"H",23,"G",88,"G",463,9,"HENLEY","MO","COLE"
"65041","HERMANN, MO",,"G",1881,"G",11545,"G",49772,190,"HERMANN","MO","GASCONADE"
"65042","HIGH POINT, MO",,"G",15,"G",58,"G",246,4,"HIGH POINT","MO","MONITEAU"
"65043","HOLTS SUMMIT, MO",,"G",897,"G",5997,"G",26091,120,"HOLTS SUMMIT","MO","CALLAWAY"
"65046","JAMESTOWN, MO",,"H",66,"H",449,"H",2193,15,"JAMESTOWN","MO","MONITEAU"
"65047","KAISER, MO",,"G",224,"H",1667,"H",7686,40,"KAISER","MO","MILLER"
"65048","KOELTZTOWN, MO","A","D",0,"D",0,"D",0,1,"KOELTZTOWN","MO","OSAGE"
"65049","LAKE OZARK, MO",,"H",2656,"G",15752,"G",75691,286,"LAKE OZARK","MO","CAMDEN"
"65050","LATHAM, MO",,"G",14,"G",203,"G",614,5,"LATHAM","MO","MONITEAU"
"65051","LINN, MO",,"G",1105,"G",6871,"G",29176,107,"LINN","MO","OSAGE"
"65052","LINN CREEK, MO",,"G",408,"G",2722,"G",12265,77,"LINN CREEK","MO","CAMDEN"
"65053","LOHMAN, MO",,"G",61,"G",320,"G",1467,17,"LOHMAN","MO","COLE"
"65054","LOOSE CREEK, MO",,"G",130,"G",605,"G",2588,25,"LOOSE CREEK","MO","OSAGE"
"65055","MC GIRK, MO","A","D",0,"D",0,"D",0,1,"MC GIRK","MO","MONITEAU"
"65058","META, MO","E","D",0,"D",0,"D",0,13,"META","MO","OSAGE"
"65059","MOKANE, MO",,"G",70,"H",282,"H",1300,8,"MOKANE","MO","CALLAWAY"
"65061","MORRISON, MO",,"G",20,"G",92,"G",389,7,"MORRISON","MO","GASCONADE"
"65062","MOUNT STERLING, MO",,"G",23,"G",132,"G",560,3,"MOUNT STERLING","MO","GASCONADE"
"65063","NEW BLOOMFIELD, MO",,"G",134,"G",762,"G",3410,32,"NEW BLOOMFIELD","MO","CALLAWAY"
"65064","OLEAN, MO","A","S",0,"G",46,"G",348,7,"OLEAN","MO","MILLER"
"65065","OSAGE BEACH, MO",,"G",7187,"H",50104,"G",217712,629,"OSAGE BEACH","MO","CAMDEN"
"65066","OWENSVILLE, MO",,"H",2621,"H",16377,"H",66348,181,"OWENSVILLE","MO","GASCONADE"
"65067","PORTLAND, MO","A","D",0,"D",0,"D",0,3,"PORTLAND","MO","CALLAWAY"
"65068","PRAIRIE HOME, MO",,"G",23,"G",125,"G",574,9,"PRAIRIE HOME","MO","COOPER"
"65069","RHINELAND, MO","B","S",0,"H",521,"H",2077,11,"RHINELAND","MO","MONTGOMERY"
"65072","ROCKY MOUNT, MO",,"G",120,"G",612,"G",3925,38,"ROCKY MOUNT","MO","MORGAN"
"65074","RUSSELLVILLE, MO",,"G",152,"G",696,"G",3376,49,"RUSSELLVILLE","MO","COLE"
"65075","SAINT ELIZABETH, MO","C","D",0,"D",0,"D",0,22,"SAINT ELIZABETH","MO","MILLER"
"65076","SAINT THOMAS, MO",,"G",36,"G",267,"G",864,8,"SAINT THOMAS","MO","COLE"
"65077","STEEDMAN, MO","A","D",0,"D",0,"D",0,5,"STEEDMAN","MO","CALLAWAY"
"65078","STOVER, MO",,"G",216,"G",1001,"G",4537,61,"STOVER","MO","MORGAN"
"65079","SUNRISE BEACH, MO",,"G",677,"G",3478,"G",19917,131,"SUNRISE BEACH","MO","CAMDEN"
"65080","TEBBETTS, MO",,"H",48,"H",332,"G",1645,8,"TEBBETTS","MO","CALLAWAY"
"65081","TIPTON, MO",,"G",700,"G",5199,"G",22945,88,"TIPTON","MO","MONITEAU"
"65082","TUSCUMBIA, MO","B","S",0,"H",307,"H",1447,17,"TUSCUMBIA","MO","MILLER"
"65083","ULMAN, MO","A","S",0,"G",46,"G",314,5,"ULMAN","MO","MILLER"
"65084","VERSAILLES, MO",,"H",1636,"H",7663,"H",31505,169,"VERSAILLES","MO","MORGAN"
"65085","WESTPHALIA, MO",,"H",360,"H",2343,"H",8826,34,"WESTPHALIA","MO","OSAGE"
"65101","JEFFERSON CITY, MO",,"G",13875,"G",132128,"G",543996,890,"JEFFERSON CITY","MO","COLE"
"65102","JEFFERSON CITY, MO",,"H",1682,"H",22417,"H",87115,63,"JEFFERSON CITY","MO","COLE"
"65103","JEFFERSON CITY, MO","B","S",0,"H",185,"H",794,4,"JEFFERSON CITY","MO","COLE"
"65105","JEFFERSON CITY, MO","B","D",0,"D",0,"D",0,5,"JEFFERSON CITY","MO","COLE"
"65106","JEFFERSON CITY, MO","A","D",0,"D",0,"D",0,1,"JEFFERSON CITY","MO","COLE"
"65107","JEFFERSON CITY, MO","A","D",0,"D",0,"D",0,2,"JEFFERSON CITY","MO","COLE"
"65109","JEFFERSON CITY, MO",,"G",17108,"G",143830,"G",611357,1194,"JEFFERSON CITY","MO","COLE"
"65110","JEFFERSON CITY, MO",,"G",296,"G",2896,"G",14148,25,"JEFFERSON CITY","MO","COLE"
"65201","COLUMBIA, MO",,"G",29746,"G",271884,"G",1124289,1461,"COLUMBIA","MO","BOONE"
"65202","COLUMBIA, MO",,"G",12738,"G",105828,"G",458489,918,"COLUMBIA","MO","BOONE"
"65203","COLUMBIA, MO",,"G",20062,"G",148167,"G",634419,1525,"COLUMBIA","MO","BOONE"
"65205","COLUMBIA, MO",,"H",697,"G",4348,"G",18029,52,"COLUMBIA","MO","BOONE"
"65211","COLUMBIA, MO",,"G",147,"G",1070,"G",4292,24,"COLUMBIA","MO","BOONE"
"65212","COLUMBIA, MO","B","D",0,"D",0,"D",0,4,"COLUMBIA","MO","BOONE"
"65215","COLUMBIA, MO","F","D",0,"D",0,"D",0,4,"COLUMBIA","MO","BOONE"
"65216","COLUMBIA, MO","G","D",0,"D",0,"D",0,2,"COLUMBIA","MO","BOONE"
"65217","COLUMBIA, MO","G","D",0,"D",0,"D",0,5,"COLUMBIA","MO","BOONE"
"65218","COLUMBIA, MO","G","D",0,"D",0,"D",0,5,"COLUMBIA","MO","BOONE"
"65230","ARMSTRONG, MO",,"H",38,"G",167,"H",757,8,"ARMSTRONG","MO","HOWARD"
"65231","AUXVASSE, MO",,"G",436,"G",3516,"G",16042,56,"AUXVASSE","MO","CALLAWAY"
"65232","BENTON CITY, MO","A","D",0,"D",0,"D",0,1,"BENTON CITY","MO","AUDRAIN"
"65233","BOONVILLE, MO",,"G",3519,"G",20870,"G",89629,326,"BOONVILLE","MO","COOPER"
"65236","BRUNSWICK, MO",,"H",270,"G",1803,"G",7844,41,"BRUNSWICK","MO","CHARITON"
"65237","BUNCETON, MO",,"G",24,"G",131,"G",555,10,"BUNCETON","MO","COOPER"
"65239","CAIRO, MO",,"G",39,"G",378,"G",1992,15,"CAIRO","MO","RANDOLPH"
"65240","CENTRALIA, MO",,"G",1710,"G",14718,"G",61068,144,"CENTRALIA","MO","BOONE"
"65243","CLARK, MO",,"G",30,"G",157,"G",868,15,"CLARK","MO","RANDOLPH"
"65244","CLIFTON HILL, MO","E","D",0,"D",0,"D",0,9,"CLIFTON HILL","MO","RANDOLPH"
"65247","EXCELLO, MO","A","D",0,"D",0,"D",0,3,"EXCELLO","MO","MACON"
"65248","FAYETTE, MO",,"G",1384,"G",8084,"G",38044,110,"FAYETTE","MO","HOWARD"
"65250","FRANKLIN, MO",,"G",10,"S",0,"H",231,5,"FRANKLIN","MO","HOWARD"
"65251","FULTON, MO",,"G",8378,"H",85030,"G",316843,411,"FULTON","MO","CALLAWAY"
"65254","GLASGOW, MO",,"G",408,"G",2571,"G",11481,47,"GLASGOW","MO","HOWARD"
"65255","HALLSVILLE, MO",,"G",318,"H",1454,"H",6472,65,"HALLSVILLE","MO","BOONE"
"65256","HARRISBURG, MO",,"H",198,"G",1155,"G",4866,37,"HARRISBURG","MO","BOONE"
"65257","HIGBEE, MO",,"G",92,"G",507,"G",2286,20,"HIGBEE","MO","RANDOLPH"
"65258","HOLLIDAY, MO","A","D",0,"D",0,"D",0,2,"HOLLIDAY","MO","MONROE"
"65259","HUNTSVILLE, MO",,"G",176,"G",1041,"G",4837,38,"HUNTSVILLE","MO","RANDOLPH"
"65260","JACKSONVILLE, MO","A","D",0,"D",0,"D",0,3,"JACKSONVILLE","MO","RANDOLPH"
"65261","KEYTESVILLE, MO",,"G",123,"G",634,"G",2476,28,"KEYTESVILLE","MO","CHARITON"
"65262","KINGDOM CITY, MO",,"G",600,"G",2791,"G",12389,39,"KINGDOM CITY","MO","CALLAWAY"
"65263","MADISON, MO",,"H",52,"G",133,"G",614,21,"MADISON","MO","MONROE"
"65264","MARTINSBURG, MO",,"H",142,"G",1030,"G",4446,17,"MARTINSBURG","MO","AUDRAIN"
"65265","MEXICO, MO",,"G",5591,"G",42402,"G",165081,417,"MEXICO","MO","AUDRAIN"
"65270","MOBERLY, MO",,"G",6709,"G",52961,"G",212310,468,"MOBERLY","MO","RANDOLPH"
"65274","NEW FRANKLIN, MO",,"H",126,"G",586,"G",2707,22,"NEW FRANKLIN","MO","HOWARD"
"65275","PARIS, MO",,"G",311,"G",1776,"G",7095,75,"PARIS","MO","MONROE"
"65276","PILOT GROVE, MO","C","S",0,"H",1369,"H",6244,31,"PILOT GROVE","MO","COOPER"
"65279","ROCHEPORT, MO",,"G",297,"G",1672,"G",7959,44,"ROCHEPORT","MO","BOONE"
"65280","RUSH HILL, MO","A","D",0,"D",0,"D",0,3,"RUSH HILL","MO","AUDRAIN"
"65281","SALISBURY, MO",,"G",648,"G",4699,"G",19077,97,"SALISBURY","MO","CHARITON"
"65282","SANTA FE, MO","A","D",0,"D",0,"D",0,2,"SANTA FE","MO","MONROE"
"65283","STOUTSVILLE, MO","A","D",0,"D",0,"D",0,6,"STOUTSVILLE","MO","MONROE"
"65284","STURGEON, MO",,"G",203,"G",1213,"G",5819,35,"STURGEON","MO","BOONE"
"65285","THOMPSON, MO",,"G",18,"G",120,"G",610,7,"THOMPSON","MO","AUDRAIN"
"65286","TRIPLETT, MO","A","D",0,"D",0,"D",0,1,"TRIPLETT","MO","CHARITON"
"65287","WOOLDRIDGE, MO",,"G",10,"H",100,"H",618,3,"WOOLDRIDGE","MO","COOPER"
"65301","SEDALIA, MO",,"G",16362,"G",117533,"G",491291,907,"SEDALIA","MO","PETTIS"
"65302","SEDALIA, MO",,"G",966,"G",8217,"G",36878,22,"SEDALIA","MO","PETTIS"
"65305","WHITEMAN AIR FORCE BASE, MO","F","S",0,"H",7662,"H",32208,36,"WHITEMAN AIR FORCE BASE","MO","JOHNSON"
"65320","ARROW ROCK, MO",,"G",16,"G",82,"G",677,7,"ARROW ROCK","MO","SALINE"
"65321","BLACKBURN, MO",,"G",21,"G",132,"G",612,7,"BLACKBURN","MO","SALINE"
"65322","BLACKWATER, MO",,"H",36,"S",0,"H",2302,8,"BLACKWATER","MO","COOPER"
"65323","CALHOUN, MO","B","S",0,"H",228,"H",1018,12,"CALHOUN","MO","HENRY"
"65324","CLIMAX SPRINGS, MO",,"G",110,"H",486,"H",2425,33,"CLIMAX SPRINGS","MO","CAMDEN"
"65325","COLE CAMP, MO",,"G",275,"G",1225,"G",5605,72,"COLE CAMP","MO","BENTON"
"65326","EDWARDS, MO",,"H",43,"H",200,"H",870,17,"EDWARDS","MO","BENTON"
"65327","EMMA, MO",,"G",33,"G",193,"G",878,8,"EMMA","MO","LAFAYETTE"
"65329","FLORENCE, MO",,"G",6,"G",22,"G",97,3,"FLORENCE","MO","MORGAN"
"65330","GILLIAM, MO","A","D",0,"D",0,"D",0,4,"GILLIAM","MO","SALINE"
"65332","GREEN RIDGE, MO",,"G",34,"H",173,"H",676,12,"GREEN RIDGE","MO","PETTIS"
"65333","HOUSTONIA, MO",,"H",54,"G",545,"G",2201,9,"HOUSTONIA","MO","PETTIS"
"65334","HUGHESVILLE, MO",,"G",18,"G",51,"G",263,8,"HUGHESVILLE","MO","PETTIS"
"65335","IONIA, MO",,"G",16,"G",138,"G",555,5,"IONIA","MO","BENTON"
"65336","KNOB NOSTER, MO",,"G",490,"G",2075,"G",9098,78,"KNOB NOSTER","MO","JOHNSON"
"65337","LA MONTE, MO",,"G",142,"G",861,"G",3638,22,"LA MONTE","MO","PETTIS"
"65338","LINCOLN, MO",,"G",243,"G",1159,"G",5358,51,"LINCOLN","MO","BENTON"
"65339","MALTA BEND, MO",,"H",88,"H",914,"H",4246,10,"MALTA BEND","MO","SALINE"
"65340","MARSHALL, MO",,"G",6477,"G",44396,"G",183447,387,"MARSHALL","MO","SALINE"
"65344","MIAMI, MO","A","D",0,"D",0,"D",0,1,"MIAMI","MO","SALINE"
"65345","MORA, MO","B","D",0,"D",0,"D",0,2,"MORA","MO","PETTIS"
"65347","NELSON, MO","A","S",0,"G",55,"G",227,4,"NELSON","MO","SALINE"
"65348","OTTERVILLE, MO",,"G",55,"G",424,"G",1625,11,"OTTERVILLE","MO","COOPER"
"65349","SLATER, MO",,"H",503,"H",2814,"H",12245,45,"SLATER","MO","SALINE"
"65350","SMITHTON, MO",,"G",57,"G",276,"G",1199,15,"SMITHTON","MO","PETTIS"
"65351","SWEET SPRINGS, MO",,"H",512,"H",3347,"H",14506,47,"SWEET SPRINGS","MO","SALINE"
"65354","SYRACUSE, MO","B","S",0,"S",0,"H",409,7,"SYRACUSE","MO","MORGAN"
"65355","WARSAW, MO",,"G",1659,"G",9439,"G",38153,224,"WARSAW","MO","BENTON"
"65360","WINDSOR, MO",,"G",646,"G",3506,"G",14905,81,"WINDSOR","MO","HENRY"
"65401","ROLLA, MO",,"G",9587,"G",67401,"G",279571,838,"ROLLA","MO","PHELPS"
"65402","ROLLA, MO",,"G",343,"G",2334,"G",9379,31,"ROLLA","MO","PHELPS"
"65409","ROLLA, MO","C","D",0,"D",0,"D",0,3,"ROLLA","MO","PHELPS"
"65438","BIRCH TREE, MO",,"G",444,"G",1972,"G",8454,54,"BIRCH TREE","MO","SHANNON"
"65439","BIXBY, MO","A","S",0,"S",0,"H",398,5,"BIXBY","MO","IRON"
"65440","BOSS, MO","E","D",0,"D",0,"D",0,9,"BOSS","MO","DENT"
"65441","BOURBON, MO",,"H",1301,"H",12546,"H",44611,90,"BOURBON","MO","CRAWFORD"
"65443","BRINKTOWN, MO","A","D",0,"D",0,"D",0,2,"BRINKTOWN","MO","MARIES"
"65444","BUCYRUS, MO","A","S",0,"H",75,"H",300,4,"BUCYRUS","MO","TEXAS"
"65446","CHERRYVILLE, MO",,"G",8,"G",26,"G",84,3,"CHERRYVILLE","MO","CRAWFORD"
"65449","COOK STA, MO","A","S",0,"G",21,"G",83,3,"COOK STA","MO","CRAWFORD"
"65452","CROCKER, MO",,"G",240,"G",1401,"H",5629,44,"CROCKER","MO","PULASKI"
"65453","CUBA, MO",,"G",2459,"H",18135,"G",72309,241,"CUBA","MO","CRAWFORD"
"65456","DAVISVILLE, MO","A","D",0,"D",0,"D",0,7,"DAVISVILLE","MO","CRAWFORD"
"65459","DIXON, MO",,"G",514,"H",2976,"H",12931,83,"DIXON","MO","PULASKI"
"65461","DUKE, MO","A","D",0,"D",0,"D",0,1,"DUKE","MO","PHELPS"
"65462","EDGAR SPRINGS, MO",,"H",50,"G",222,"G",1082,18,"EDGAR SPRINGS","MO","PHELPS"
"65463","ELDRIDGE, MO","A","D",0,"D",0,"D",0,5,"ELDRIDGE","MO","LACLEDE"
"65464","ELK CREEK, MO",,"H",35,"H",125,"H",447,3,"ELK CREEK","MO","TEXAS"
"65466","EMINENCE, MO",,"G",189,"G",946,"G",4849,58,"EMINENCE","MO","SHANNON"
"65470","FALCON, MO",,"G",34,"G",140,"G",862,10,"FALCON","MO","LACLEDE"
"65473","FORT LEONARD WOOD, MO",,"G",2372,"G",22261,"G",106674,63,"FORT LEONARD WOOD","MO","PULASKI"
"65483","HOUSTON, MO",,"G",1815,"G",10842,"G",43569,177,"HOUSTON","MO","TEXAS"
"65484","HUGGINS, MO","A","D",0,"D",0,"D",0,1,"HUGGINS","MO","TEXAS"
"65486","IBERIA, MO",,"G",239,"G",1220,"G",5303,41,"IBERIA","MO","MILLER"
"65501","JADWIN, MO",,"G",6,"G",26,"G",327,4,"JADWIN","MO","DENT"
"65529","JEROME, MO","A","D",0,"D",0,"D",0,1,"JEROME","MO","PHELPS"
"65532","LAKE SPRING, MO","A","D",0,"D",0,"D",0,1,"LAKE SPRING","MO","DENT"
"65534","LAQUEY, MO","C","D",0,"D",0,"D",0,9,"LAQUEY","MO","PULASKI"
"65535","LEASBURG, MO","B","D",0,"D",0,"D",0,15,"LEASBURG","MO","CRAWFORD"
"65536","LEBANON, MO",,"G",10457,"G",73431,"G",305916,727,"LEBANON","MO","LACLEDE"
"65541","LENOX, MO","A","D",0,"D",0,"D",0,2,"LENOX","MO","DENT"
"65542","LICKING, MO",,"G",678,"G",4445,"G",18412,98,"LICKING","MO","TEXAS"
"65543","LYNCHBURG, MO",,"G",13,"G",48,"G",262,4,"LYNCHBURG","MO","LACLEDE"
"65548","MOUNTAIN VIEW, MO",,"G",1681,"G",10210,"G",41678,161,"MOUNTAIN VIEW","MO","HOWELL"
"65550","NEWBURG, MO",,"G",64,"G",350,"G",1527,29,"NEWBURG","MO","PHELPS"
"65552","PLATO, MO",,"G",42,"G",308,"G",1157,10,"PLATO","MO","TEXAS"
"65555","RAYMONDVILLE, MO","B","S",0,"H",104,"H",446,11,"RAYMONDVILLE","MO","TEXAS"
"65556","RICHLAND, MO",,"G",650,"G",3764,"G",15637,88,"RICHLAND","MO","PULASKI"
"65557","ROBY, MO","B","D",0,"D",0,"D",0,9,"ROBY","MO","TEXAS"
"65559","SAINT JAMES, MO",,"H",2926,"H",24347,"H",97919,210,"SAINT JAMES","MO","PHELPS"
"65560","SALEM, MO",,"G",3094,"H",20951,"H",89213,401,"SALEM","MO","DENT"
"65565","STEELVILLE, MO",,"G",1012,"G",5326,"G",25231,139,"STEELVILLE","MO","CRAWFORD"
"65566","VIBURNUM, MO",,"G",597,"G",7639,"G",26500,105,"VIBURNUM","MO","IRON"
"65567","STOUTLAND, MO",,"G",110,"G",551,"G",2417,16,"STOUTLAND","MO","LACLEDE"
"65570","SUCCESS, MO","A","S",0,"G",48,"G",169,4,"SUCCESS","MO","TEXAS"
"65571","SUMMERSVILLE, MO",,"G",217,"G",1220,"G",4684,38,"SUMMERSVILLE","MO","TEXAS"
"65580","VICHY, MO","C","D",0,"D",0,"D",0,10,"VICHY","MO","MARIES"
"65582","VIENNA, MO",,"G",419,"G",2349,"G",10202,53,"VIENNA","MO","MARIES"
"65583","WAYNESVILLE, MO",,"G",1755,"G",9140,"G",39320,185,"WAYNESVILLE","MO","PULASKI"
"65584","SAINT ROBERT, MO",,"H",3044,"G",16278,"G",64591,265,"SAINT ROBERT","MO","PULASKI"
"65588","WINONA, MO","E","D",0,"D",0,"D",0,45,"WINONA","MO","SHANNON"
"65589","YUKON, MO","A","D",0,"D",0,"D",0,2,"YUKON","MO","TEXAS"
"65590","LONG LANE, MO","A","S",0,"H",56,"G",218,10,"LONG LANE","MO","DALLAS"
"65591","MONTREAL, MO",,"G",46,"G",166,"G",815,17,"MONTREAL","MO","CAMDEN"
"65601","ALDRICH, MO","A","D",0,"D",0,"D",0,4,"ALDRICH","MO","POLK"
"65603","ARCOLA, MO",,"H",35,"G",141,"G",681,5,"ARCOLA","MO","DADE"
"65604","ASH GROVE, MO",,"G",351,"G",1700,"G",7111,66,"ASH GROVE","MO","GREENE"
"65605","AURORA, MO",,"H",2257,"G",15124,"G",62745,253,"AURORA","MO","LAWRENCE"
"65606","ALTON, MO",,"G",572,"G",2515,"G",11536,71,"ALTON","MO","OREGON"
"65608","AVA, MO",,"G",2042,"H",11559,"H",44148,173,"AVA","MO","DOUGLAS"
"65609","BAKERSFIELD, MO",,"G",48,"G",229,"G",705,9,"BAKERSFIELD","MO","OZARK"
"65610","BILLINGS, MO",,"G",320,"H",2106,"G",9312,63,"BILLINGS","MO","CHRISTIAN"
"65611","BLUE EYE, MO",,"G",104,"G",488,"G",2293,32,"BLUE EYE","MO","STONE"
"65612","BOIS D ARC, MO","C","D",0,"D",0,"D",0,16,"BOIS D ARC","MO","GREENE"
"65613","BOLIVAR, MO",,"G",6481,"G",59418,"G",251793,450,"BOLIVAR","MO","POLK"
"65614","BRADLEYVILLE, MO",,"G",10,"G",70,"G",315,5,"BRADLEYVILLE","MO","TANEY"
"65615","BRANSON, MO",,"G",518,"G",3265,"G",13825,31,"BRANSON","MO","TANEY"
"65616","BRANSON, MO",,"G",19112,"G",110164,"G",502532,1294,"BRANSON","MO","TANEY"
"65617","BRIGHTON, MO",,"G",154,"G",863,"G",3886,16,"BRIGHTON","MO","POLK"
"65618","BRIXEY, MO","A","D",0,"D",0,"D",0,2,"BRIXEY","MO","OZARK"
"65619","BROOKLINE, MO",,"G",615,"G",3555,"G",16317,96,"BROOKLINE","MO","GREENE"
"65620","BRUNER, MO",,"G",5,"G",13,"G",169,3,"BRUNER","MO","CHRISTIAN"
"65622","BUFFALO, MO",,"G",2125,"G",9039,"G",38905,193,"BUFFALO","MO","DALLAS"
"65623","BUTTERFIELD, MO","F","D",0,"D",0,"D",0,2,"BUTTERFIELD","MO","BARRY"
"65624","CAPE FAIR, MO",,"G",115,"G",683,"G",2876,27,"CAPE FAIR","MO","STONE"
"65625","CASSVILLE, MO",,"G",3540,"G",21188,"G",90335,216,"CASSVILLE","MO","BARRY"
"65626","CAULFIELD, MO",,"G",111,"G",521,"G",2199,17,"CAULFIELD","MO","HOWELL"
"65627","CEDARCREEK, MO","A","D",0,"D",0,"D",0,3,"CEDARCREEK","MO","TANEY"
"65629","CHADWICK, MO","A","D",0,"D",0,"D",0,4,"CHADWICK","MO","CHRISTIAN"
"65630","CHESTNUTRIDGE, MO","B","S",0,"G",212,"G",1016,11,"CHESTNUTRIDGE","MO","CHRISTIAN"
"65631","CLEVER, MO",,"G",301,"G",1367,"G",7536,60,"CLEVER","MO","CHRISTIAN"
"65632","CONWAY, MO",,"G",136,"G",652,"H",2862,40,"CONWAY","MO","LACLEDE"
"65633","CRANE, MO",,"G",399,"G",2252,"G",10220,63,"CRANE","MO","STONE"
"65634","CROSS TIMBERS, MO",,"G",35,"G",201,"G",875,6,"CROSS TIMBERS","MO","HICKORY"
"65635","DADEVILLE, MO",,"G",18,"H",37,"H",492,6,"DADEVILLE","MO","DADE"
"65636","DIGGINS, MO",,"G",18,"G",108,"G",442,3,"DIGGINS","MO","WEBSTER"
"65637","DORA, MO",,"G",36,"G",189,"G",828,11,"DORA","MO","OZARK"
"65638","DRURY, MO",,"G",4,"G",7,"G",56,3,"DRURY","MO","DOUGLAS"
"65640","DUNNEGAN, MO","A","D",0,"D",0,"D",0,2,"DUNNEGAN","MO","POLK"
"65641","EAGLE ROCK, MO",,"G",113,"G",422,"G",1896,17,"EAGLE ROCK","MO","BARRY"
"65644","ELKLAND, MO",,"G",97,"G",578,"G",1911,18,"ELKLAND","MO","DALLAS"
"65646","EVERTON, MO",,"H",97,"G",289,"G",894,14,"EVERTON","MO","DADE"
"65647","EXETER, MO",,"H",91,"G",362,"G",1498,28,"EXETER","MO","BARRY"
"65648","FAIR GROVE, MO",,"G",420,"G",2061,"G",8773,85,"FAIR GROVE","MO","GREENE"
"65649","FAIR PLAY, MO",,"H",128,"H",577,"H",2436,14,"FAIR PLAY","MO","POLK"
"65650","FLEMINGTON, MO",,"H",33,"G",133,"G",546,14,"FLEMINGTON","MO","POLK"
"65652","FORDLAND, MO",,"G",156,"G",1103,"G",5312,26,"FORDLAND","MO","WEBSTER"
"65653","FORSYTH, MO",,"G",898,"G",5477,"G",23057,123,"FORSYTH","MO","TANEY"
"65654","FREISTATT, MO","B","D",0,"D",0,"D",0,7,"FREISTATT","MO","LAWRENCE"
"65655","GAINESVILLE, MO",,"G",538,"G",3276,"G",13269,96,"GAINESVILLE","MO","OZARK"
"65656","GALENA, MO",,"G",166,"G",1009,"G",4680,58,"GALENA","MO","STONE"
"65658","GOLDEN, MO",,"G",140,"G",1271,"G",5741,19,"GOLDEN","MO","BARRY"
"65660","GRAFF, MO","A","D",0,"D",0,"D",0,2,"GRAFF","MO","WRIGHT"
"65661","GREENFIELD, MO",,"H",515,"H",4651,"H",16326,52,"GREENFIELD","MO","DADE"
"65662","GROVESPRING, MO",,"G",36,"G",172,"G",705,12,"GROVESPRING","MO","WRIGHT"
"65663","HALF WAY, MO",,"G",88,"G",534,"H",2247,16,"HALF WAY","MO","POLK"
"65664","HALLTOWN, MO",,"G",17,"G",89,"G",312,5,"HALLTOWN","MO","LAWRENCE"
"65666","HARDENVILLE, MO","A","D",0,"D",0,"D",0,2,"HARDENVILLE","MO","OZARK"
"65667","HARTVILLE, MO",,"G",314,"G",1641,"G",6423,52,"HARTVILLE","MO","WRIGHT"
"65668","HERMITAGE, MO",,"G",348,"H",1655,"H",8227,60,"HERMITAGE","MO","HICKORY"
"65669","HIGHLANDVILLE, MO",,"H",143,"G",712,"G",3539,42,"HIGHLANDVILLE","MO","CHRISTIAN"
"65672","HOLLISTER, MO",,"H",1877,"G",11676,"G",51257,195,"HOLLISTER","MO","TANEY"
"65673","HOLLISTER, MO",,"G",28,"G",182,"G",1028,6,"HOLLISTER","MO","TANEY"
"65674","HUMANSVILLE, MO",,"G",334,"G",1384,"G",6640,42,"HUMANSVILLE","MO","POLK"
"65675","HURLEY, MO",,"G",19,"G",75,"G",215,3,"HURLEY","MO","STONE"
"65676","ISABELLA, MO","A","D",0,"D",0,"D",0,3,"ISABELLA","MO","OZARK"
"65679","KIRBYVILLE, MO",,"G",170,"G",1095,"G",4880,28,"KIRBYVILLE","MO","TANEY"
"65680","KISSEE MILLS, MO",,"G",12,"G",60,"G",218,6,"KISSEE MILLS","MO","TANEY"
"65681","LAMPE, MO",,"G",168,"H",915,"H",4685,37,"LAMPE","MO","STONE"
"65682","LOCKWOOD, MO",,"G",606,"G",4183,"G",18347,61,"LOCKWOOD","MO","DADE"
"65685","LOUISBURG, MO",,"G",9,"G",43,"G",184,6,"LOUISBURG","MO","DALLAS"
"65686","KIMBERLING CITY, MO",,"G",680,"G",4182,"G",18091,116,"KIMBERLING CITY","MO","STONE"
"65688","BRANDSVILLE, MO","B","D",0,"D",0,"D",0,2,"BRANDSVILLE","MO","HOWELL"
"65689","CABOOL, MO",,"G",1186,"G",7952,"G",31360,111,"CABOOL","MO","TEXAS"
